Generation,Position,Frequency,Effect,Origin
1,610140,0.609300,1.050229,1
2,610140,0.607450,1.050229,1
3,610140,0.608850,1.050229,1
4,610140,0.603500,1.050229,1
5,610140,0.602700,1.050229,1
6,610140,0.604900,1.050229,1
7,610140,0.601850,1.050229,1
8,610140,0.603400,1.050229,1
9,610140,0.601550,1.050229,1
10,610140,0.593100,1.050229,1
11,610140,0.590650,1.050229,1
12,610140,0.583350,1.050229,1
13,610140,0.580700,1.050229,1
14,610140,0.580250,1.050229,1
15,610140,0.583000,1.050229,1
16,610140,0.580900,1.050229,1
17,610140,0.575500,1.050229,1
18,610140,0.574650,1.050229,1
19,610140,0.569900,1.050229,1
20,610140,0.575450,1.050229,1
21,610140,0.576500,1.050229,1
22,610140,0.579200,1.050229,1
23,610140,0.573200,1.050229,1
24,610140,0.567000,1.050229,1
25,610140,0.564900,1.050229,1
26,610140,0.560000,1.050229,1
27,610140,0.553000,1.050229,1
28,610140,0.562500,1.050229,1
29,610140,0.576500,1.050229,1
30,610140,0.580500,1.050229,1
31,610140,0.589500,1.050229,1
32,610140,0.608000,1.050229,1
33,610140,0.611500,1.050229,1
34,610140,0.601500,1.050229,1
35,610140,0.623000,1.050229,1
36,610140,0.632500,1.050229,1
37,610140,0.643000,1.050229,1
38,610140,0.647000,1.050229,1
39,610140,0.649000,1.050229,1
40,610140,0.644500,1.050229,1
41,610140,0.642500,1.050229,1
42,610140,0.637500,1.050229,1
43,610140,0.639000,1.050229,1
44,610140,0.650000,1.050229,1
45,610140,0.637500,1.050229,1
46,610140,0.646500,1.050229,1
47,610140,0.652500,1.050229,1
48,610140,0.658500,1.050229,1
49,610140,0.664500,1.050229,1
50,610140,0.667000,1.050229,1
51,610140,0.670200,1.050229,1
52,610140,0.657500,1.050229,1
53,610140,0.645700,1.050229,1
54,610140,0.643000,1.050229,1
55,610140,0.641800,1.050229,1
56,610140,0.634300,1.050229,1
57,610140,0.632900,1.050229,1
58,610140,0.633700,1.050229,1
59,610140,0.635300,1.050229,1
60,610140,0.622900,1.050229,1
61,610140,0.622500,1.050229,1
62,610140,0.623000,1.050229,1
63,610140,0.620700,1.050229,1
64,610140,0.615000,1.050229,1
65,610140,0.613600,1.050229,1
66,610140,0.620100,1.050229,1
67,610140,0.620100,1.050229,1
68,610140,0.617100,1.050229,1
69,610140,0.618200,1.050229,1
70,610140,0.611900,1.050229,1
71,610140,0.592000,1.050229,1
72,610140,0.593700,1.050229,1
73,610140,0.591900,1.050229,1
74,610140,0.584300,1.050229,1
75,610140,0.574500,1.050229,1
76,610140,0.580350,1.050229,1
77,610140,0.581200,1.050229,1
78,610140,0.585250,1.050229,1
79,610140,0.589300,1.050229,1
80,610140,0.586600,1.050229,1
81,610140,0.588050,1.050229,1
82,610140,0.586550,1.050229,1
83,610140,0.589350,1.050229,1
84,610140,0.587750,1.050229,1
85,610140,0.595150,1.050229,1
86,610140,0.597800,1.050229,1
87,610140,0.595250,1.050229,1
88,610140,0.598450,1.050229,1
89,610140,0.604900,1.050229,1
90,610140,0.612300,1.050229,1
91,610140,0.618400,1.050229,1
92,610140,0.618800,1.050229,1
93,610140,0.626250,1.050229,1
94,610140,0.623250,1.050229,1
95,610140,0.625850,1.050229,1
96,610140,0.628550,1.050229,1
97,610140,0.626050,1.050229,1
98,610140,0.629750,1.050229,1
99,610140,0.634950,1.050229,1
100,610140,0.638300,1.050229,1
101,610140,0.636000,1.050229,1
102,610140,0.628500,1.050229,1
103,610140,0.615000,1.050229,1
104,610140,0.617500,1.050229,1
105,610140,0.602500,1.050229,1
106,610140,0.606000,1.050229,1
107,610140,0.601500,1.050229,1
108,610140,0.602000,1.050229,1
109,610140,0.602000,1.050229,1
110,610140,0.599500,1.050229,1
111,610140,0.607000,1.050229,1
112,610140,0.600500,1.050229,1
113,610140,0.592500,1.050229,1
114,610140,0.587000,1.050229,1
115,610140,0.572000,1.050229,1
116,610140,0.568500,1.050229,1
117,610140,0.541500,1.050229,1
118,610140,0.526500,1.050229,1
119,610140,0.517000,1.050229,1
120,610140,0.515500,1.050229,1
121,610140,0.514000,1.050229,1
122,610140,0.504500,1.050229,1
123,610140,0.491000,1.050229,1
124,610140,0.475000,1.050229,1
125,610140,0.476500,1.050229,1
126,610140,0.475500,1.050229,1
127,610140,0.478200,1.050229,1
128,610140,0.486800,1.050229,1
129,610140,0.492800,1.050229,1
130,610140,0.491100,1.050229,1
131,610140,0.495600,1.050229,1
132,610140,0.503400,1.050229,1
133,610140,0.506000,1.050229,1
134,610140,0.501500,1.050229,1
135,610140,0.504700,1.050229,1
136,610140,0.504400,1.050229,1
137,610140,0.508100,1.050229,1
138,610140,0.506100,1.050229,1
139,610140,0.504300,1.050229,1
140,610140,0.506900,1.050229,1
141,610140,0.514300,1.050229,1
142,610140,0.515000,1.050229,1
143,610140,0.520200,1.050229,1
144,610140,0.524000,1.050229,1
145,610140,0.533300,1.050229,1
146,610140,0.530700,1.050229,1
147,610140,0.534100,1.050229,1
148,610140,0.543900,1.050229,1
149,610140,0.549400,1.050229,1
150,610140,0.552300,1.050229,1
151,610140,0.545700,1.050229,1
152,610140,0.543750,1.050229,1
153,610140,0.544900,1.050229,1
154,610140,0.542200,1.050229,1
155,610140,0.546150,1.050229,1
156,610140,0.539500,1.050229,1
157,610140,0.532400,1.050229,1
158,610140,0.531100,1.050229,1
