Generation,Position,Frequency,Effect,Origin
1,427101,0.874600,0.244540,1
1,183043,0.842950,1.254745,1
1,61014,0.771600,0.295933,1
1,549130,0.714850,1.531713,1
1,1159275,0.642800,0.801869,1
1,1037246,0.422050,1.119258,1
1,305072,0.216650,0.007018,1
1,793188,0.187700,2.747761,1
1,671159,0.095300,0.922605,1
1,915217,0.023600,1.095070,1
2,427101,0.870650,0.244540,1
2,183043,0.843950,1.254745,1
2,61014,0.773200,0.295933,1
2,549130,0.716800,1.531713,1
2,1159275,0.639650,0.801869,1
2,1037246,0.429700,1.119258,1
2,305072,0.218450,0.007018,1
2,793188,0.188200,2.747761,1
2,671159,0.093000,0.922605,1
2,915217,0.023500,1.095070,1
3,427101,0.872450,0.244540,1
3,183043,0.842550,1.254745,1
3,61014,0.771200,0.295933,1
3,549130,0.713300,1.531713,1
3,1159275,0.635800,0.801869,1
3,1037246,0.426700,1.119258,1
3,305072,0.220550,0.007018,1
3,793188,0.184200,2.747761,1
3,671159,0.092300,0.922605,1
3,915217,0.022800,1.095070,1
4,427101,0.869450,0.244540,1
4,183043,0.844350,1.254745,1
4,61014,0.771050,0.295933,1
4,549130,0.714950,1.531713,1
4,1159275,0.637600,0.801869,1
4,1037246,0.427550,1.119258,1
4,305072,0.222500,0.007018,1
4,793188,0.182500,2.747761,1
4,671159,0.091600,0.922605,1
4,915217,0.022300,1.095070,1
5,427101,0.869350,0.244540,1
5,183043,0.845150,1.254745,1
5,61014,0.775850,0.295933,1
5,549130,0.720550,1.531713,1
5,1159275,0.638700,0.801869,1
5,1037246,0.425350,1.119258,1
5,305072,0.216400,0.007018,1
5,793188,0.182200,2.747761,1
5,671159,0.091050,0.922605,1
5,915217,0.021550,1.095070,1
6,427101,0.866900,0.244540,1
6,183043,0.844850,1.254745,1
6,61014,0.777600,0.295933,1
6,549130,0.714000,1.531713,1
6,1159275,0.631250,0.801869,1
6,1037246,0.418850,1.119258,1
6,305072,0.213700,0.007018,1
6,793188,0.178900,2.747761,1
6,671159,0.091550,0.922605,1
6,915217,0.019700,1.095070,1
7,427101,0.869250,0.244540,1
7,183043,0.846900,1.254745,1
7,61014,0.779550,0.295933,1
7,549130,0.709950,1.531713,1
7,1159275,0.627650,0.801869,1
7,1037246,0.415350,1.119258,1
7,305072,0.217350,0.007018,1
7,793188,0.179500,2.747761,1
7,671159,0.094150,0.922605,1
7,915217,0.019850,1.095070,1
8,427101,0.872650,0.244540,1
8,183043,0.846200,1.254745,1
8,61014,0.781650,0.295933,1
8,549130,0.708100,1.531713,1
8,1159275,0.631200,0.801869,1
8,1037246,0.418250,1.119258,1
8,305072,0.213300,0.007018,1
8,793188,0.179350,2.747761,1
8,671159,0.092650,0.922605,1
8,915217,0.020850,1.095070,1
9,427101,0.875050,0.244540,1
9,183043,0.849250,1.254745,1
9,61014,0.780700,0.295933,1
9,549130,0.707850,1.531713,1
9,1159275,0.633350,0.801869,1
9,1037246,0.418250,1.119258,1
9,305072,0.216200,0.007018,1
9,793188,0.175100,2.747761,1
9,671159,0.090000,0.922605,1
9,915217,0.019300,1.095070,1
10,427101,0.875300,0.244540,1
10,183043,0.851750,1.254745,1
10,61014,0.778400,0.295933,1
10,549130,0.701000,1.531713,1
10,1159275,0.630700,0.801869,1
10,1037246,0.415200,1.119258,1
10,305072,0.216850,0.007018,1
10,793188,0.174000,2.747761,1
10,671159,0.092600,0.922605,1
10,915217,0.018250,1.095070,1
11,427101,0.872550,0.244540,1
11,183043,0.847800,1.254745,1
11,61014,0.778650,0.295933,1
11,549130,0.700150,1.531713,1
11,1159275,0.630000,0.801869,1
11,1037246,0.412050,1.119258,1
11,305072,0.216600,0.007018,1
11,793188,0.172500,2.747761,1
11,671159,0.092900,0.922605,1
11,915217,0.016850,1.095070,1
12,427101,0.868250,0.244540,1
12,183043,0.842700,1.254745,1
12,61014,0.779650,0.295933,1
12,549130,0.706000,1.531713,1
12,1159275,0.632500,0.801869,1
12,1037246,0.407750,1.119258,1
12,305072,0.217250,0.007018,1
12,793188,0.177400,2.747761,1
12,671159,0.094400,0.922605,1
12,915217,0.016300,1.095070,1
13,427101,0.868600,0.244540,1
13,183043,0.841950,1.254745,1
13,61014,0.775450,0.295933,1
13,549130,0.707750,1.531713,1
13,1159275,0.637250,0.801869,1
13,1037246,0.404950,1.119258,1
13,305072,0.218250,0.007018,1
13,793188,0.177300,2.747761,1
13,671159,0.094600,0.922605,1
13,915217,0.015100,1.095070,1
14,427101,0.870600,0.244540,1
14,183043,0.840600,1.254745,1
14,61014,0.774300,0.295933,1
14,549130,0.708400,1.531713,1
14,1159275,0.636700,0.801869,1
14,1037246,0.407150,1.119258,1
14,305072,0.218800,0.007018,1
14,793188,0.176250,2.747761,1
14,671159,0.095450,0.922605,1
14,915217,0.015650,1.095070,1
15,427101,0.874200,0.244540,1
15,183043,0.840500,1.254745,1
15,61014,0.771950,0.295933,1
15,549130,0.712550,1.531713,1
15,1159275,0.638550,0.801869,1
15,1037246,0.402850,1.119258,1
15,305072,0.221750,0.007018,1
15,793188,0.171900,2.747761,1
15,671159,0.095950,0.922605,1
15,915217,0.013650,1.095070,1
16,427101,0.878950,0.244540,1
16,183043,0.844700,1.254745,1
16,61014,0.775000,0.295933,1
16,549130,0.709950,1.531713,1
16,1159275,0.640100,0.801869,1
16,1037246,0.401300,1.119258,1
16,305072,0.224300,0.007018,1
16,793188,0.170100,2.747761,1
16,671159,0.095400,0.922605,1
16,915217,0.013750,1.095070,1
17,427101,0.877250,0.244540,1
17,183043,0.849600,1.254745,1
17,61014,0.772400,0.295933,1
17,549130,0.706150,1.531713,1
17,1159275,0.640800,0.801869,1
17,1037246,0.400000,1.119258,1
17,305072,0.223650,0.007018,1
17,793188,0.172200,2.747761,1
17,671159,0.099250,0.922605,1
17,915217,0.014400,1.095070,1
18,427101,0.877200,0.244540,1
18,183043,0.851200,1.254745,1
18,61014,0.772350,0.295933,1
18,549130,0.702450,1.531713,1
18,1159275,0.635600,0.801869,1
18,1037246,0.403550,1.119258,1
18,305072,0.224900,0.007018,1
18,793188,0.172400,2.747761,1
18,671159,0.099450,0.922605,1
18,915217,0.013850,1.095070,1
19,427101,0.875400,0.244540,1
19,183043,0.854400,1.254745,1
19,61014,0.773750,0.295933,1
19,549130,0.701250,1.531713,1
19,1159275,0.633250,0.801869,1
19,1037246,0.407450,1.119258,1
19,305072,0.225650,0.007018,1
19,793188,0.170900,2.747761,1
19,671159,0.096850,0.922605,1
19,915217,0.014400,1.095070,1
20,427101,0.874900,0.244540,1
20,183043,0.853150,1.254745,1
20,61014,0.776950,0.295933,1
20,549130,0.698950,1.531713,1
20,1159275,0.630650,0.801869,1
20,1037246,0.405200,1.119258,1
20,305072,0.222350,0.007018,1
20,793188,0.170500,2.747761,1
20,671159,0.100550,0.922605,1
20,915217,0.014250,1.095070,1
21,427101,0.875200,0.244540,1
21,183043,0.852200,1.254745,1
21,61014,0.782600,0.295933,1
21,549130,0.693100,1.531713,1
21,1159275,0.630750,0.801869,1
21,1037246,0.403300,1.119258,1
21,305072,0.223800,0.007018,1
21,793188,0.173050,2.747761,1
21,671159,0.097350,0.922605,1
21,915217,0.014500,1.095070,1
22,427101,0.870800,0.244540,1
22,183043,0.851900,1.254745,1
22,61014,0.780350,0.295933,1
22,549130,0.691350,1.531713,1
22,1159275,0.626000,0.801869,1
22,1037246,0.398450,1.119258,1
22,305072,0.220000,0.007018,1
22,793188,0.170350,2.747761,1
22,671159,0.099350,0.922605,1
22,915217,0.014300,1.095070,1
23,427101,0.871650,0.244540,1
23,183043,0.853050,1.254745,1
23,61014,0.784800,0.295933,1
23,549130,0.688500,1.531713,1
23,1159275,0.625550,0.801869,1
23,1037246,0.395550,1.119258,1
23,305072,0.221750,0.007018,1
23,793188,0.169850,2.747761,1
23,671159,0.098750,0.922605,1
23,915217,0.013450,1.095070,1
24,427101,0.872150,0.244540,1
24,183043,0.852300,1.254745,1
24,61014,0.785800,0.295933,1
24,549130,0.685300,1.531713,1
24,1159275,0.625300,0.801869,1
24,1037246,0.398700,1.119258,1
24,305072,0.223250,0.007018,1
24,793188,0.171000,2.747761,1
24,671159,0.097900,0.922605,1
