Generation,Position,Frequency,Effect,Origin
1,427101,0.060100,0.285951,1
2,549130,0.974750,0.153675,1
2,793188,0.972700,1.142787,1
2,61014,0.965250,0.088816,1
2,1037246,0.739400,0.899229,1
2,1159275,0.710550,2.562669,1
2,915217,0.689850,2.521813,1
2,305072,0.504250,0.299654,1
2,183043,0.199850,0.101983,1
2,671159,0.092550,0.869496,1
2,427101,0.057900,0.285951,1
3,549130,0.975800,0.153675,1
3,793188,0.973600,1.142787,1
3,61014,0.962750,0.088816,1
3,1037246,0.738700,0.899229,1
3,1159275,0.708300,2.562669,1
3,915217,0.689600,2.521813,1
3,305072,0.501850,0.299654,1
3,183043,0.200850,0.101983,1
3,671159,0.093350,0.869496,1
3,427101,0.057350,0.285951,1
4,549130,0.975750,0.153675,1
4,793188,0.973850,1.142787,1
4,61014,0.960600,0.088816,1
4,1037246,0.740400,0.899229,1
4,1159275,0.709500,2.562669,1
4,915217,0.692200,2.521813,1
4,305072,0.500400,0.299654,1
4,183043,0.202450,0.101983,1
4,671159,0.093950,0.869496,1
4,427101,0.055350,0.285951,1
5,549130,0.974950,0.153675,1
5,793188,0.973350,1.142787,1
5,61014,0.960750,0.088816,1
5,1037246,0.743550,0.899229,1
5,1159275,0.719400,2.562669,1
5,915217,0.690600,2.521813,1
5,305072,0.493000,0.299654,1
5,183043,0.204100,0.101983,1
5,671159,0.094550,0.869496,1
5,427101,0.055250,0.285951,1
6,549130,0.975350,0.153675,1
6,793188,0.972650,1.142787,1
6,61014,0.960950,0.088816,1
6,1037246,0.742850,0.899229,1
6,1159275,0.722100,2.562669,1
6,915217,0.694000,2.521813,1
6,305072,0.495100,0.299654,1
6,183043,0.203850,0.101983,1
6,671159,0.092950,0.869496,1
6,427101,0.055800,0.285951,1
7,549130,0.972400,0.153675,1
7,793188,0.972350,1.142787,1
7,61014,0.961850,0.088816,1
7,1037246,0.746000,0.899229,1
7,1159275,0.725900,2.562669,1
7,915217,0.698000,2.521813,1
7,305072,0.495350,0.299654,1
7,183043,0.204300,0.101983,1
7,671159,0.094250,0.869496,1
7,427101,0.056250,0.285951,1
8,793188,0.972700,1.142787,1
8,549130,0.971950,0.153675,1
8,61014,0.961750,0.088816,1
8,1037246,0.750600,0.899229,1
8,1159275,0.733050,2.562669,1
