Generation,Position,Frequency,Effect,Origin
1,1037246,0.163050,0.301926,1
2,183043,0.963200,0.330553,1
2,427101,0.959950,0.412421,1
2,1159275,0.956650,2.819775,1
2,305072,0.885750,1.357641,1
2,61014,0.491750,3.048570,1
2,915217,0.476700,6.392057,1
2,671159,0.428150,2.821470,1
2,793188,0.349800,1.499619,1
2,549130,0.282850,1.890630,1
2,1037246,0.161500,0.301926,1
3,183043,0.965700,0.330553,1
3,427101,0.962100,0.412421,1
3,1159275,0.956950,2.819775,1
3,305072,0.884700,1.357641,1
3,61014,0.496600,3.048570,1
3,915217,0.477450,6.392057,1
3,671159,0.431400,2.821470,1
3,793188,0.350200,1.499619,1
3,549130,0.285150,1.890630,1
3,1037246,0.156050,0.301926,1
4,183043,0.967350,0.330553,1
4,427101,0.960950,0.412421,1
4,1159275,0.958150,2.819775,1
4,305072,0.886300,1.357641,1
4,61014,0.499200,3.048570,1
4,915217,0.480050,6.392057,1
4,671159,0.433600,2.821470,1
4,793188,0.360650,1.499619,1
4,549130,0.293450,1.890630,1
4,1037246,0.154900,0.301926,1
5,183043,0.968800,0.330553,1
5,427101,0.961550,0.412421,1
5,1159275,0.958600,2.819775,1
5,305072,0.885800,1.357641,1
5,61014,0.500400,3.048570,1
5,915217,0.479950,6.392057,1
5,671159,0.430250,2.821470,1
5,793188,0.359750,1.499619,1
5,549130,0.291850,1.890630,1
5,1037246,0.157100,0.301926,1
6,183043,0.967150,0.330553,1
6,427101,0.958850,0.412421,1
6,1159275,0.955900,2.819775,1
6,305072,0.888500,1.357641,1
6,61014,0.499650,3.048570,1
6,915217,0.484300,6.392057,1
6,671159,0.425400,2.821470,1
6,793188,0.360050,1.499619,1
6,549130,0.296900,1.890630,1
6,1037246,0.154550,0.301926,1
7,183043,0.967550,0.330553,1
7,427101,0.961100,0.412421,1
7,1159275,0.956500,2.819775,1
7,305072,0.885250,1.357641,1
7,61014,0.495550,3.048570,1
7,915217,0.485100,6.392057,1
7,671159,0.419200,2.821470,1
7,793188,0.364250,1.499619,1
7,549130,0.293950,1.890630,1
7,1037246,0.158150,0.301926,1
8,183043,0.968100,0.330553,1
8,427101,0.960700,0.412421,1
8,1159275,0.956350,2.819775,1
8,305072,0.886750,1.357641,1
8,61014,0.491250,3.048570,1
8,915217,0.483700,6.392057,1
8,671159,0.414800,2.821470,1
8,793188,0.360900,1.499619,1
8,549130,0.293200,1.890630,1
8,1037246,0.153850,0.301926,1
9,183043,0.968150,0.330553,1
9,427101,0.960300,0.412421,1
9,1159275,0.955800,2.819775,1
9,305072,0.886800,1.357641,1
9,61014,0.494450,3.048570,1
9,915217,0.486850,6.392057,1
9,671159,0.415200,2.821470,1
9,793188,0.362750,1.499619,1
9,549130,0.289750,1.890630,1
9,1037246,0.156500,0.301926,1
10,183043,0.968950,0.330553,1
10,427101,0.963850,0.412421,1
10,1159275,0.954050,2.819775,1
10,305072,0.887050,1.357641,1
10,61014,0.502650,3.048570,1
10,915217,0.494050,6.392057,1
10,671159,0.409000,2.821470,1
10,793188,0.362750,1.499619,1
10,549130,0.285600,1.890630,1
10,1037246,0.155300,0.301926,1
11,183043,0.970250,0.330553,1
11,427101,0.961750,0.412421,1
11,1159275,0.951900,2.819775,1
11,305072,0.885700,1.357641,1
11,61014,0.505300,3.048570,1
11,915217,0.499450,6.392057,1
11,671159,0.414650,2.821470,1
11,793188,0.366800,1.499619,1
11,549130,0.289750,1.890630,1
11,1037246,0.153550,0.301926,1
12,183043,0.971600,0.330553,1
12,427101,0.960800,0.412421,1
12,1159275,0.951450,2.819775,1
12,305072,0.881450,1.357641,1
12,61014,0.504150,3.048570,1
12,915217,0.501350,6.392057,1
12,671159,0.419800,2.821470,1
12,793188,0.364100,1.499619,1
12,549130,0.297400,1.890630,1
12,1037246,0.148050,0.301926,1
13,183043,0.971650,0.330553,1
13,427101,0.961900,0.412421,1
13,1159275,0.953350,2.819775,1
13,305072,0.881600,1.357641,1
13,61014,0.509400,3.048570,1
13,915217,0.498600,6.392057,1
13,671159,0.419600,2.821470,1
13,793188,0.361350,1.499619,1
13,549130,0.304550,1.890630,1
13,1037246,0.143600,0.301926,1
14,183043,0.973200,0.330553,1
14,427101,0.963050,0.412421,1
14,1159275,0.950950,2.819775,1
14,305072,0.881250,1.357641,1
14,61014,0.515200,3.048570,1
14,915217,0.499100,6.392057,1
14,671159,0.427950,2.821470,1
14,793188,0.365150,1.499619,1
14,549130,0.303300,1.890630,1
14,1037246,0.142950,0.301926,1
15,183043,0.973700,0.330553,1
15,427101,0.963850,0.412421,1
15,1159275,0.951350,2.819775,1
15,305072,0.879650,1.357641,1
15,61014,0.516100,3.048570,1
15,915217,0.503050,6.392057,1
15,671159,0.431950,2.821470,1
15,793188,0.360950,1.499619,1
15,549130,0.309200,1.890630,1
15,1037246,0.141800,0.301926,1
16,183043,0.974150,0.330553,1
16,427101,0.964100,0.412421,1
16,1159275,0.948950,2.819775,1
16,305072,0.883950,1.357641,1
