Generation,Position,Frequency,Effect,Origin
1,183043,0.963400,0.330553,1
1,427101,0.961300,0.412421,1
1,1159275,0.954200,2.819775,1
1,305072,0.887700,1.357641,1
1,61014,0.486050,3.048570,1
1,915217,0.483000,6.392057,1
1,671159,0.431100,2.821470,1
1,793188,0.351650,1.499619,1
1,549130,0.285350,1.890630,1
1,1037246,0.163050,0.301926,1
2,183043,0.963200,0.330553,1
2,427101,0.959950,0.412421,1
2,1159275,0.956650,2.819775,1
2,305072,0.885750,1.357641,1
2,61014,0.491750,3.048570,1
2,915217,0.476700,6.392057,1
2,671159,0.428150,2.821470,1
2,793188,0.349800,1.499619,1
2,549130,0.282850,1.890630,1
2,1037246,0.161500,0.301926,1
3,183043,0.965700,0.330553,1
3,427101,0.962100,0.412421,1
3,1159275,0.956950,2.819775,1
3,305072,0.884700,1.357641,1
3,61014,0.496600,3.048570,1
3,915217,0.477450,6.392057,1
3,671159,0.431400,2.821470,1
3,793188,0.350200,1.499619,1
3,549130,0.285150,1.890630,1
3,1037246,0.156050,0.301926,1
4,183043,0.967350,0.330553,1
4,427101,0.960950,0.412421,1
4,1159275,0.958150,2.819775,1
4,305072,0.886300,1.357641,1
4,61014,0.499200,3.048570,1
4,915217,0.480050,6.392057,1
4,671159,0.433600,2.821470,1
4,793188,0.360650,1.499619,1
4,549130,0.293450,1.890630,1
4,1037246,0.154900,0.301926,1
5,183043,0.968800,0.330553,1
5,427101,0.961550,0.412421,1
5,1159275,0.958600,2.819775,1
5,305072,0.885800,1.357641,1
5,61014,0.500400,3.048570,1
5,915217,0.479950,6.392057,1
5,671159,0.430250,2.821470,1
5,793188,0.359750,1.499619,1
5,549130,0.291850,1.890630,1
5,1037246,0.157100,0.301926,1
6,183043,0.967150,0.330553,1
6,427101,0.958850,0.412421,1
6,1159275,0.955900,2.819775,1
6,305072,0.888500,1.357641,1
6,61014,0.499650,3.048570,1
6,915217,0.484300,6.392057,1
6,671159,0.425400,2.821470,1
6,793188,0.360050,1.499619,1
6,549130,0.296900,1.890630,1
6,1037246,0.154550,0.301926,1
7,183043,0.967550,0.330553,1
7,427101,0.961100,0.412421,1
7,1159275,0.956500,2.819775,1
7,305072,0.885250,1.357641,1
7,61014,0.495550,3.048570,1
