Generation,Position,Frequency,Effect,Origin
1,862933,0.997950,0.106448,1
1,322510,0.965050,0.545591,1
1,43582,0.963550,0.007018,1
1,479407,0.951350,1.269007,1
1,357376,0.946750,2.273010,1
1,758335,0.927550,0.906092,1
1,183046,0.909700,1.449616,1
1,845500,0.902900,1.311073,1
1,374809,0.899200,0.172971,1
1,444541,0.892300,1.092154,1
1,897799,0.874700,0.295906,1
1,217912,0.871500,0.258352,1
1,967531,0.862200,0.592429,1
1,706036,0.853800,0.141501,1
1,1054696,0.843900,0.062432,1
1,200479,0.834050,1.840555,1
1,514273,0.792550,1.642753,1
1,1072129,0.792550,0.200487,1
1,584005,0.737250,1.604131,1
1,1176727,0.720150,1.343558,1
1,653737,0.644400,0.804431,1
1,1089562,0.629300,0.586908,1
1,1037263,0.589750,0.219954,1
1,984964,0.564050,1.481930,1
1,915232,0.563700,2.036180,1
1,636304,0.556450,1.208776,1
1,305077,0.547450,0.025222,1
1,1211593,0.544100,0.399729,1
1,1124428,0.503700,0.031217,1
1,78448,0.482250,1.531713,1
1,566572,0.481950,0.231332,1
1,828067,0.450400,0.175611,1
1,409675,0.441150,0.932013,1
1,531706,0.437700,2.914425,1
1,880366,0.430150,0.578383,1
1,252778,0.420650,1.240799,1
1,392242,0.415700,0.158544,1
1,113314,0.399750,2.747761,1
1,1106995,0.379550,1.555600,1
1,496840,0.377750,1.053189,1
1,235345,0.376250,2.086006,1
1,461974,0.369750,2.799727,1
1,26149,0.362750,1.254745,1
1,810634,0.353000,0.589577,1
1,793201,0.341250,0.708746,1
1,671170,0.332600,0.291911,1
1,165613,0.321550,0.801869,1
1,61015,0.314650,0.244540,1
1,95881,0.302450,0.922605,1
1,8716,0.269650,0.295933,1
1,688603,0.261450,1.050985,1
1,427108,0.243050,2.221943,1
1,950098,0.232350,0.825481,1
1,601438,0.230700,1.555775,1
1,148180,0.211300,1.119258,1
1,339943,0.195650,1.022921,1
1,723469,0.159700,1.893830,1
1,1141861,0.138200,0.941900,1
1,130747,0.126800,1.095070,1
1,287644,0.126750,0.213898,1
1,618871,0.103500,0.120131,1
1,270211,0.081000,0.095347,1
1,1019830,0.078700,0.668672,1
1,1002397,0.075850,1.002272,1
