Generation,Position,Frequency,Effect,Origin
1,549130,0.975000,0.153675,1
1,793188,0.972000,1.142787,1
1,61014,0.964200,0.088816,1
1,1037246,0.738700,0.899229,1
1,1159275,0.711750,2.562669,1
1,915217,0.692500,2.521813,1
1,305072,0.502350,0.299654,1
1,183043,0.203800,0.101983,1
1,671159,0.092000,0.869496,1
1,427101,0.060100,0.285951,1
2,549130,0.974750,0.153675,1
2,793188,0.972700,1.142787,1
2,61014,0.965250,0.088816,1
2,1037246,0.739400,0.899229,1
2,1159275,0.710550,2.562669,1
2,915217,0.689850,2.521813,1
2,305072,0.504250,0.299654,1
2,183043,0.199850,0.101983,1
2,671159,0.092550,0.869496,1
2,427101,0.057900,0.285951,1
3,549130,0.975850,0.153675,1
3,793188,0.973400,1.142787,1
3,61014,0.962550,0.088816,1
3,1037246,0.737000,0.899229,1
3,1159275,0.705250,2.562669,1
3,915217,0.685900,2.521813,1
3,305072,0.501600,0.299654,1
3,183043,0.201700,0.101983,1
3,671159,0.092900,0.869496,1
3,427101,0.057350,0.285951,1
4,549130,0.975750,0.153675,1
4,793188,0.973500,1.142787,1
4,61014,0.960250,0.088816,1
4,1037246,0.737950,0.899229,1
4,1159275,0.703700,2.562669,1
4,915217,0.685100,2.521813,1
4,305072,0.499550,0.299654,1
4,183043,0.203700,0.101983,1
4,671159,0.093050,0.869496,1
4,427101,0.055300,0.285951,1
5,549130,0.975250,0.153675,1
5,793188,0.972450,1.142787,1
5,61014,0.960100,0.088816,1
5,1037246,0.740150,0.899229,1
5,1159275,0.709700,2.562669,1
5,915217,0.680800,2.521813,1
5,305072,0.491650,0.299654,1
5,183043,0.205000,0.101983,1
5,671159,0.093200,0.869496,1
5,427101,0.054900,0.285951,1
6,549130,0.975500,0.153675,1
6,793188,0.971200,1.142787,1
6,61014,0.960400,0.088816,1
6,1037246,0.737300,0.899229,1
6,1159275,0.708400,2.562669,1
6,915217,0.682350,2.521813,1
6,305072,0.494400,0.299654,1
6,183043,0.205500,0.101983,1
6,671159,0.090300,0.869496,1
6,427101,0.055450,0.285951,1
7,549130,0.973200,0.153675,1
7,793188,0.971450,1.142787,1
7,61014,0.960850,0.088816,1
7,1037246,0.739600,0.899229,1
7,1159275,0.707700,2.562669,1
7,915217,0.682000,2.521813,1
7,305072,0.495450,0.299654,1
7,183043,0.205250,0.101983,1
7,671159,0.091150,0.869496,1
7,427101,0.055500,0.285951,1
8,549130,0.973050,0.153675,1
8,793188,0.971350,1.142787,1
8,61014,0.961700,0.088816,1
8,1037246,0.742650,0.899229,1
8,1159275,0.711300,2.562669,1
8,915217,0.679000,2.521813,1
8,305072,0.493850,0.299654,1
8,183043,0.202150,0.101983,1
8,671159,0.091400,0.869496,1
8,427101,0.055600,0.285951,1
9,549130,0.973500,0.153675,1
9,793188,0.970700,1.142787,1
9,61014,0.962850,0.088816,1
9,1037246,0.749150,0.899229,1
9,1159275,0.713350,2.562669,1
9,915217,0.682400,2.521813,1
9,305072,0.491400,0.299654,1
9,183043,0.201350,0.101983,1
9,671159,0.094400,0.869496,1
9,427101,0.055750,0.285951,1
10,549130,0.976200,0.153675,1
10,793188,0.970150,1.142787,1
10,61014,0.961900,0.088816,1
10,1037246,0.746300,0.899229,1
10,1159275,0.711350,2.562669,1
10,915217,0.678200,2.521813,1
10,305072,0.493100,0.299654,1
10,183043,0.201950,0.101983,1
10,671159,0.093800,0.869496,1
10,427101,0.058800,0.285951,1
11,549130,0.977050,0.153675,1
11,793188,0.969450,1.142787,1
11,61014,0.960150,0.088816,1
11,1037246,0.742050,0.899229,1
11,1159275,0.712000,2.562669,1
11,915217,0.673600,2.521813,1
11,305072,0.494550,0.299654,1
11,183043,0.204150,0.101983,1
11,671159,0.095300,0.869496,1
11,427101,0.057550,0.285951,1
12,549130,0.976650,0.153675,1
12,793188,0.971650,1.142787,1
12,61014,0.960250,0.088816,1
12,1037246,0.738800,0.899229,1
12,1159275,0.710150,2.562669,1
12,915217,0.673400,2.521813,1
12,305072,0.494850,0.299654,1
12,183043,0.206300,0.101983,1
12,671159,0.093350,0.869496,1
12,427101,0.057950,0.285951,1
13,549130,0.977600,0.153675,1
13,793188,0.972500,1.142787,1
13,61014,0.961950,0.088816,1
13,1037246,0.742000,0.899229,1
13,1159275,0.709300,2.562669,1
13,915217,0.676200,2.521813,1
13,305072,0.494900,0.299654,1
13,183043,0.206500,0.101983,1
13,671159,0.094400,0.869496,1
13,427101,0.058900,0.285951,1
14,549130,0.980600,0.153675,1
14,793188,0.971750,1.142787,1
14,61014,0.963000,0.088816,1
14,1037246,0.740050,0.899229,1
14,1159275,0.709600,2.562669,1
14,915217,0.674750,2.521813,1
14,305072,0.492700,0.299654,1
14,183043,0.208250,0.101983,1
14,671159,0.094500,0.869496,1
14,427101,0.059000,0.285951,1
15,549130,0.981300,0.153675,1
15,793188,0.970350,1.142787,1
15,61014,0.961400,0.088816,1
15,1037246,0.741400,0.899229,1
15,1159275,0.706050,2.562669,1
15,915217,0.674100,2.521813,1
15,305072,0.491250,0.299654,1
15,183043,0.208650,0.101983,1
15,671159,0.097100,0.869496,1
15,427101,0.056450,0.285951,1
16,549130,0.979850,0.153675,1
16,793188,0.970100,1.142787,1
16,61014,0.960350,0.088816,1
16,1037246,0.740050,0.899229,1
16,1159275,0.708650,2.562669,1
16,915217,0.665800,2.521813,1
16,305072,0.492200,0.299654,1
16,183043,0.206350,0.101983,1
16,671159,0.095900,0.869496,1
16,427101,0.057300,0.285951,1
17,549130,0.979450,0.153675,1
17,793188,0.969350,1.142787,1
17,61014,0.960550,0.088816,1
17,1037246,0.739900,0.899229,1
17,1159275,0.711400,2.562669,1
17,915217,0.662650,2.521813,1
17,305072,0.485000,0.299654,1
17,183043,0.206950,0.101983,1
17,671159,0.099800,0.869496,1
17,427101,0.056750,0.285951,1
18,549130,0.981150,0.153675,1
18,793188,0.970450,1.142787,1
18,61014,0.961100,0.088816,1
18,1037246,0.740950,0.899229,1
18,1159275,0.713400,2.562669,1
18,915217,0.664550,2.521813,1
18,305072,0.484400,0.299654,1
18,183043,0.205250,0.101983,1
18,671159,0.098900,0.869496,1
18,427101,0.057150,0.285951,1
19,549130,0.979700,0.153675,1
19,793188,0.969600,1.142787,1
19,61014,0.960450,0.088816,1
19,1037246,0.739500,0.899229,1
19,1159275,0.708600,2.562669,1
19,915217,0.660650,2.521813,1
19,305072,0.484750,0.299654,1
19,183043,0.212150,0.101983,1
19,671159,0.097000,0.869496,1
19,427101,0.058250,0.285951,1
20,549130,0.979950,0.153675,1
20,793188,0.969100,1.142787,1
20,61014,0.957850,0.088816,1
20,1037246,0.734550,0.899229,1
20,1159275,0.705150,2.562669,1
20,915217,0.655300,2.521813,1
20,305072,0.487450,0.299654,1
20,183043,0.207000,0.101983,1
20,671159,0.096300,0.869496,1
20,427101,0.056450,0.285951,1
21,549130,0.979900,0.153675,1
21,793188,0.971400,1.142787,1
21,61014,0.954800,0.088816,1
