Generation,Position,Frequency,Effect,Origin
1,427108,0.993900,1.584015,1
1,252778,0.983150,0.342297,1
1,1159294,0.977950,1.153550,1
1,671170,0.972350,0.836849,1
1,897799,0.940400,1.264019,1
1,78448,0.925750,1.890630,1
1,862933,0.925700,1.407115,1
1,339943,0.919600,3.032091,1
1,1176727,0.889600,0.304440,1
1,1106995,0.837350,2.506406,1
1,95881,0.835700,2.821470,1
1,601438,0.811500,0.786553,1
1,1089562,0.796350,2.368778,1
1,148180,0.781850,0.301926,1
1,183046,0.773500,0.653157,1
1,880366,0.770250,0.016483,1
1,26149,0.759250,0.330553,1
1,479407,0.758100,0.094894,1
1,1002397,0.744050,0.696634,1
1,1037263,0.731150,1.543024,1
1,688603,0.724950,1.157826,1
1,810634,0.699850,2.121852,1
1,1054696,0.684050,0.416162,1
1,305077,0.677950,0.666888,1
1,113314,0.677600,1.499619,1
1,322510,0.676350,0.179605,1
1,706036,0.671500,1.819664,1
1,740902,0.666600,0.382134,1
1,1072129,0.641050,1.316801,1
1,653737,0.639850,0.151553,1
1,61015,0.616600,0.412421,1
1,950098,0.614200,3.150135,1
1,845500,0.613700,2.969555,1
1,549139,0.572650,0.109456,1
1,1141861,0.562500,1.068036,1
1,618871,0.558800,1.085156,1
1,915232,0.548350,0.094585,1
1,287644,0.534900,0.424276,1
1,1124428,0.524900,1.560417,1
1,584005,0.502200,3.331525,1
1,1194160,0.491900,0.704608,1
1,444541,0.485850,0.777099,1
1,1211593,0.482950,1.193693,1
1,8716,0.473300,3.048570,1
1,130747,0.473150,6.392057,1
1,357376,0.466450,0.817099,1
1,165613,0.443100,2.819775,1
1,514273,0.442300,1.013507,1
1,270211,0.430350,0.564871,1
1,235345,0.405350,3.345297,1
1,531706,0.375450,0.781874,1
1,566572,0.371400,0.050679,1
1,636304,0.370800,0.022710,1
1,200479,0.346000,3.348955,1
1,828067,0.341150,3.814558,1
1,392242,0.315350,1.025541,1
1,461974,0.305750,0.201880,1
1,793201,0.297650,1.254149,1
1,967531,0.295800,0.938795,1
1,932665,0.280600,0.221580,1
1,217912,0.278050,2.222374,1
1,43582,0.255000,1.357641,1
1,758335,0.235000,2.807018,1
1,984964,0.231800,1.841563,1
1,1019830,0.178450,0.189974,1
1,723469,0.172200,0.775019,1
1,409675,0.101350,1.618261,1
1,374809,0.090400,2.168926,1
1,775768,0.075050,0.756542,1
1,496840,0.001650,0.279076,1
2,427108,0.994450,1.584015,1
2,252778,0.983850,0.342297,1
2,1159294,0.979250,1.153550,1
2,671170,0.971850,0.836849,1
2,897799,0.943050,1.264019,1
2,862933,0.924800,1.407115,1
2,78448,0.922900,1.890630,1
2,339943,0.918850,3.032091,1
2,1176727,0.891900,0.304440,1
2,95881,0.838800,2.821470,1
2,1106995,0.835700,2.506406,1
2,601438,0.812450,0.786553,1
2,1089562,0.793650,2.368778,1
2,148180,0.784250,0.301926,1
2,880366,0.771650,0.016483,1
2,183046,0.767850,0.653157,1
2,479407,0.757100,0.094894,1
2,26149,0.753050,0.330553,1
2,1002397,0.748300,0.696634,1
2,1037263,0.736250,1.543024,1
2,688603,0.726350,1.157826,1
2,810634,0.705250,2.121852,1
2,322510,0.685200,0.179605,1
2,113314,0.678700,1.499619,1
2,1054696,0.678350,0.416162,1
2,305077,0.673250,0.666888,1
2,706036,0.669700,1.819664,1
2,740902,0.664150,0.382134,1
2,1072129,0.642300,1.316801,1
2,653737,0.641950,0.151553,1
2,950098,0.618150,3.150135,1
2,845500,0.614700,2.969555,1
2,61015,0.614400,0.412421,1
2,549139,0.570450,0.109456,1
2,1141861,0.563600,1.068036,1
2,618871,0.551250,1.085156,1
2,915232,0.542650,0.094585,1
2,287644,0.536200,0.424276,1
2,1124428,0.527000,1.560417,1
2,584005,0.505850,3.331525,1
2,1194160,0.492550,0.704608,1
2,444541,0.492500,0.777099,1
2,1211593,0.483700,1.193693,1
2,8716,0.470200,3.048570,1
2,130747,0.466400,6.392057,1
2,357376,0.464150,0.817099,1
2,514273,0.444000,1.013507,1
2,165613,0.441600,2.819775,1
2,270211,0.425250,0.564871,1
2,235345,0.408450,3.345297,1
2,531706,0.371850,0.781874,1
2,636304,0.370500,0.022710,1
2,566572,0.369950,0.050679,1
2,828067,0.349300,3.814558,1
2,200479,0.347950,3.348955,1
2,392242,0.314850,1.025541,1
2,461974,0.307050,0.201880,1
2,793201,0.301650,1.254149,1
2,967531,0.298250,0.938795,1
2,217912,0.280800,2.222374,1
2,932665,0.280250,0.221580,1
2,43582,0.254400,1.357641,1
