Generation,Position,Frequency,Effect,Origin
1,427101,0.874600,0.244540,1
1,183043,0.842950,1.254745,1
1,61014,0.771600,0.295933,1
1,549130,0.714850,1.531713,1
1,1159275,0.642800,0.801869,1
1,1037246,0.422050,1.119258,1
1,305072,0.216650,0.007018,1
1,793188,0.187700,2.747761,1
1,671159,0.095300,0.922605,1
1,915217,0.023600,1.095070,1
2,427101,0.870650,0.244540,1
2,183043,0.843950,1.254745,1
2,61014,0.773200,0.295933,1
2,549130,0.716800,1.531713,1
2,1159275,0.639650,0.801869,1
2,1037246,0.429700,1.119258,1
2,305072,0.218450,0.007018,1
2,793188,0.188200,2.747761,1
2,671159,0.093000,0.922605,1
2,915217,0.023500,1.095070,1
3,427101,0.872450,0.244540,1
3,183043,0.843250,1.254745,1
3,61014,0.771450,0.295933,1
3,549130,0.713200,1.531713,1
3,1159275,0.636100,0.801869,1
3,1037246,0.426700,1.119258,1
3,305072,0.220000,0.007018,1
3,793188,0.184300,2.747761,1
3,671159,0.092300,0.922605,1
3,915217,0.022850,1.095070,1
4,427101,0.870300,0.244540,1
4,183043,0.845500,1.254745,1
4,61014,0.770750,0.295933,1
4,549130,0.714650,1.531713,1
4,1159275,0.638100,0.801869,1
4,1037246,0.427950,1.119258,1
4,305072,0.221700,0.007018,1
4,793188,0.182950,2.747761,1
4,671159,0.091650,0.922605,1
4,915217,0.022550,1.095070,1
5,427101,0.869550,0.244540,1
5,183043,0.846150,1.254745,1
5,61014,0.775050,0.295933,1
5,549130,0.720150,1.531713,1
5,1159275,0.639350,0.801869,1
5,1037246,0.426750,1.119258,1
5,305072,0.215750,0.007018,1
5,793188,0.182500,2.747761,1
5,671159,0.090800,0.922605,1
5,915217,0.021850,1.095070,1
6,427101,0.866750,0.244540,1
6,183043,0.846600,1.254745,1
6,61014,0.778600,0.295933,1
6,549130,0.713550,1.531713,1
6,1159275,0.632000,0.801869,1
6,1037246,0.419500,1.119258,1
6,305072,0.212750,0.007018,1
6,793188,0.178800,2.747761,1
6,671159,0.090700,0.922605,1
6,915217,0.020100,1.095070,1
7,427101,0.869150,0.244540,1
7,183043,0.848350,1.254745,1
7,61014,0.780900,0.295933,1
7,549130,0.709950,1.531713,1
7,1159275,0.630050,0.801869,1
7,1037246,0.416600,1.119258,1
7,305072,0.216400,0.007018,1
7,793188,0.179800,2.747761,1
7,671159,0.093350,0.922605,1
7,915217,0.019950,1.095070,1
8,427101,0.871950,0.244540,1
8,183043,0.847500,1.254745,1
8,61014,0.782500,0.295933,1
8,549130,0.708000,1.531713,1
8,1159275,0.634050,0.801869,1
8,1037246,0.419200,1.119258,1
8,305072,0.212550,0.007018,1
8,793188,0.179350,2.747761,1
8,671159,0.091800,0.922605,1
8,915217,0.021350,1.095070,1
9,427101,0.874400,0.244540,1
9,183043,0.850000,1.254745,1
9,61014,0.780600,0.295933,1
9,549130,0.708050,1.531713,1
9,1159275,0.636000,0.801869,1
9,1037246,0.418700,1.119258,1
9,305072,0.216300,0.007018,1
9,793188,0.174700,2.747761,1
9,671159,0.088800,0.922605,1
9,915217,0.019800,1.095070,1
10,427101,0.874250,0.244540,1
10,183043,0.853250,1.254745,1
10,61014,0.777200,0.295933,1
10,549130,0.702500,1.531713,1
10,1159275,0.634550,0.801869,1
10,1037246,0.417250,1.119258,1
10,305072,0.217550,0.007018,1
10,793188,0.173700,2.747761,1
10,671159,0.090700,0.922605,1
10,915217,0.018500,1.095070,1
11,427101,0.872050,0.244540,1
11,183043,0.849100,1.254745,1
11,61014,0.779050,0.295933,1
11,549130,0.703400,1.531713,1
11,1159275,0.634100,0.801869,1
11,1037246,0.414400,1.119258,1
11,305072,0.216800,0.007018,1
11,793188,0.173100,2.747761,1
11,671159,0.090600,0.922605,1
11,915217,0.017200,1.095070,1
12,427101,0.867400,0.244540,1
12,183043,0.844250,1.254745,1
12,61014,0.778650,0.295933,1
12,549130,0.710400,1.531713,1
12,1159275,0.636600,0.801869,1
12,1037246,0.409350,1.119258,1
12,305072,0.216650,0.007018,1
12,793188,0.178150,2.747761,1
12,671159,0.091050,0.922605,1
12,915217,0.016650,1.095070,1
13,427101,0.869250,0.244540,1
13,183043,0.843250,1.254745,1
13,61014,0.772350,0.295933,1
13,549130,0.711000,1.531713,1
13,1159275,0.640700,0.801869,1
13,1037246,0.408150,1.119258,1
13,305072,0.215650,0.007018,1
13,793188,0.178300,2.747761,1
13,671159,0.090750,0.922605,1
13,915217,0.015350,1.095070,1
14,427101,0.872850,0.244540,1
14,183043,0.841750,1.254745,1
14,61014,0.770750,0.295933,1
14,549130,0.711050,1.531713,1
14,1159275,0.639650,0.801869,1
14,1037246,0.409350,1.119258,1
14,305072,0.215600,0.007018,1
14,793188,0.177900,2.747761,1
14,671159,0.091900,0.922605,1
14,915217,0.015950,1.095070,1
15,427101,0.877500,0.244540,1
15,183043,0.841800,1.254745,1
15,61014,0.770500,0.295933,1
15,549130,0.715800,1.531713,1
15,1159275,0.639400,0.801869,1
15,1037246,0.403700,1.119258,1
15,305072,0.219900,0.007018,1
15,793188,0.173700,2.747761,1
15,671159,0.092350,0.922605,1
15,915217,0.013650,1.095070,1
16,427101,0.883250,0.244540,1
16,183043,0.843550,1.254745,1
16,61014,0.772300,0.295933,1
16,549130,0.711300,1.531713,1
16,1159275,0.640350,0.801869,1
16,1037246,0.404300,1.119258,1
16,305072,0.222350,0.007018,1
16,793188,0.174050,2.747761,1
16,671159,0.092500,0.922605,1
16,915217,0.013400,1.095070,1
17,427101,0.882950,0.244540,1
17,183043,0.847600,1.254745,1
17,61014,0.771600,0.295933,1
17,549130,0.708350,1.531713,1
17,1159275,0.639350,0.801869,1
17,1037246,0.400950,1.119258,1
17,305072,0.222550,0.007018,1
17,793188,0.175950,2.747761,1
17,671159,0.095850,0.922605,1
17,915217,0.013950,1.095070,1
18,427101,0.882200,0.244540,1
18,183043,0.847150,1.254745,1
18,61014,0.772000,0.295933,1
18,549130,0.705900,1.531713,1
18,1159275,0.635350,0.801869,1
18,1037246,0.404900,1.119258,1
18,305072,0.223700,0.007018,1
18,793188,0.175850,2.747761,1
18,671159,0.096150,0.922605,1
18,915217,0.013300,1.095070,1
19,427101,0.880400,0.244540,1
19,183043,0.850600,1.254745,1
19,61014,0.775150,0.295933,1
19,549130,0.705350,1.531713,1
19,1159275,0.633150,0.801869,1
19,1037246,0.412900,1.119258,1
19,305072,0.223500,0.007018,1
19,793188,0.172750,2.747761,1
19,671159,0.093350,0.922605,1
19,915217,0.013600,1.095070,1
20,427101,0.881450,0.244540,1
20,183043,0.849050,1.254745,1
20,61014,0.779150,0.295933,1
20,549130,0.705300,1.531713,1
20,1159275,0.632150,0.801869,1
20,1037246,0.408700,1.119258,1
20,305072,0.222650,0.007018,1
20,793188,0.172850,2.747761,1
20,671159,0.097850,0.922605,1
20,915217,0.013150,1.095070,1
21,427101,0.882350,0.244540,1
21,183043,0.850000,1.254745,1
21,61014,0.782000,0.295933,1
21,549130,0.698450,1.531713,1
21,1159275,0.633200,0.801869,1
21,1037246,0.406900,1.119258,1
21,305072,0.225800,0.007018,1
21,793188,0.176400,2.747761,1
21,671159,0.095600,0.922605,1
21,915217,0.013450,1.095070,1
22,427101,0.878300,0.244540,1
22,183043,0.848500,1.254745,1
22,61014,0.778600,0.295933,1
22,549130,0.696800,1.531713,1
22,1159275,0.626950,0.801869,1
22,1037246,0.400550,1.119258,1
22,305072,0.224650,0.007018,1
22,793188,0.173150,2.747761,1
22,671159,0.099300,0.922605,1
22,915217,0.013200,1.095070,1
23,427101,0.877850,0.244540,1
23,183043,0.847150,1.254745,1
23,61014,0.780250,0.295933,1
23,549130,0.694300,1.531713,1
23,1159275,0.622700,0.801869,1
23,1037246,0.397850,1.119258,1
23,305072,0.228150,0.007018,1
23,793188,0.172300,2.747761,1
23,671159,0.099000,0.922605,1
23,915217,0.012400,1.095070,1
24,427101,0.878450,0.244540,1
24,183043,0.847400,1.254745,1
24,61014,0.782100,0.295933,1
24,549130,0.691650,1.531713,1
24,1159275,0.621100,0.801869,1
24,1037246,0.401600,1.119258,1
24,305072,0.227450,0.007018,1
24,793188,0.172500,2.747761,1
24,671159,0.097800,0.922605,1
