Generation,Position,Frequency,Effect,Origin
1,915217,0.023600,1.095070,1
2,427101,0.870650,0.244540,1
2,183043,0.843950,1.254745,1
2,61014,0.773200,0.295933,1
2,549130,0.716800,1.531713,1
2,1159275,0.639650,0.801869,1
2,1037246,0.429700,1.119258,1
2,305072,0.218450,0.007018,1
2,793188,0.188200,2.747761,1
2,671159,0.093000,0.922605,1
2,915217,0.023500,1.095070,1
3,427101,0.872850,0.244540,1
3,183043,0.844100,1.254745,1
3,61014,0.771450,0.295933,1
3,549130,0.715500,1.531713,1
3,1159275,0.637700,0.801869,1
3,1037246,0.428000,1.119258,1
3,305072,0.220350,0.007018,1
3,793188,0.186900,2.747761,1
3,671159,0.093100,0.922605,1
3,915217,0.022950,1.095070,1
4,427101,0.869800,0.244540,1
4,183043,0.846850,1.254745,1
4,61014,0.772150,0.295933,1
4,549130,0.720450,1.531713,1
4,1159275,0.640550,0.801869,1
4,1037246,0.431400,1.119258,1
4,305072,0.221300,0.007018,1
4,793188,0.188950,2.747761,1
4,671159,0.092500,0.922605,1
4,915217,0.022550,1.095070,1
5,427101,0.870050,0.244540,1
5,183043,0.848700,1.254745,1
5,61014,0.777700,0.295933,1
5,549130,0.727700,1.531713,1
5,1159275,0.642550,0.801869,1
5,1037246,0.431350,1.119258,1
5,305072,0.213950,0.007018,1
5,793188,0.190350,2.747761,1
5,671159,0.092750,0.922605,1
5,915217,0.022300,1.095070,1
6,427101,0.868550,0.244540,1
6,183043,0.849750,1.254745,1
6,61014,0.782250,0.295933,1
6,549130,0.722250,1.531713,1
6,1159275,0.636400,0.801869,1
6,1037246,0.426100,1.119258,1
6,305072,0.210150,0.007018,1
6,793188,0.190000,2.747761,1
6,671159,0.093100,0.922605,1
6,915217,0.020350,1.095070,1
7,427101,0.871000,0.244540,1
7,183043,0.852150,1.254745,1
7,61014,0.783700,0.295933,1
7,549130,0.720600,1.531713,1
7,1159275,0.633850,0.801869,1
7,1037246,0.422800,1.119258,1
7,305072,0.215150,0.007018,1
7,793188,0.192250,2.747761,1
7,671159,0.097400,0.922605,1
7,915217,0.020950,1.095070,1
8,427101,0.873450,0.244540,1
8,183043,0.852250,1.254745,1
8,61014,0.784250,0.295933,1
8,549130,0.719500,1.531713,1
8,1159275,0.636900,0.801869,1
8,1037246,0.428600,1.119258,1
8,305072,0.211700,0.007018,1
8,793188,0.193850,2.747761,1
8,671159,0.095950,0.922605,1
8,915217,0.022400,1.095070,1
9,427101,0.877400,0.244540,1
9,183043,0.856300,1.254745,1
9,61014,0.783500,0.295933,1
9,549130,0.721450,1.531713,1
9,1159275,0.638900,0.801869,1
9,1037246,0.430000,1.119258,1
9,305072,0.217700,0.007018,1
9,793188,0.191800,2.747761,1
9,671159,0.093350,0.922605,1
9,915217,0.020750,1.095070,1
10,427101,0.877200,0.244540,1
10,183043,0.859700,1.254745,1
10,61014,0.781850,0.295933,1
10,549130,0.716100,1.531713,1
10,1159275,0.639150,0.801869,1
10,1037246,0.428750,1.119258,1
10,305072,0.219600,0.007018,1
10,793188,0.190450,2.747761,1
10,671159,0.096400,0.922605,1
10,915217,0.019500,1.095070,1
11,427101,0.877300,0.244540,1
11,183043,0.856250,1.254745,1
11,61014,0.782750,0.295933,1
11,549130,0.717850,1.531713,1
11,1159275,0.639200,0.801869,1
11,1037246,0.425200,1.119258,1
11,305072,0.218450,0.007018,1
11,793188,0.194900,2.747761,1
11,671159,0.097800,0.922605,1
11,915217,0.018000,1.095070,1
12,427101,0.873900,0.244540,1
12,183043,0.852100,1.254745,1
12,61014,0.785050,0.295933,1
12,549130,0.727000,1.531713,1
12,1159275,0.641650,0.801869,1
12,1037246,0.422950,1.119258,1
12,305072,0.215700,0.007018,1
12,793188,0.203050,2.747761,1
12,671159,0.098850,0.922605,1
12,915217,0.018350,1.095070,1
13,427101,0.875950,0.244540,1
13,183043,0.851950,1.254745,1
13,61014,0.780150,0.295933,1
13,549130,0.730050,1.531713,1
13,1159275,0.645850,0.801869,1
13,1037246,0.423400,1.119258,1
13,305072,0.216900,0.007018,1
13,793188,0.206350,2.747761,1
13,671159,0.098150,0.922605,1
13,915217,0.016600,1.095070,1
14,427101,0.879300,0.244540,1
14,183043,0.850650,1.254745,1
14,61014,0.780550,0.295933,1
14,549130,0.730400,1.531713,1
14,1159275,0.648850,0.801869,1
14,1037246,0.427900,1.119258,1
14,305072,0.215100,0.007018,1
14,793188,0.207900,2.747761,1
14,671159,0.098550,0.922605,1
14,915217,0.016750,1.095070,1
15,427101,0.885700,0.244540,1
15,183043,0.851850,1.254745,1
15,61014,0.781700,0.295933,1
15,549130,0.735200,1.531713,1
15,1159275,0.652500,0.801869,1
15,1037246,0.425150,1.119258,1
15,305072,0.219700,0.007018,1
15,793188,0.207250,2.747761,1
15,671159,0.099850,0.922605,1
15,915217,0.014750,1.095070,1
16,427101,0.890250,0.244540,1
16,183043,0.855750,1.254745,1
16,61014,0.780550,0.295933,1
16,549130,0.733350,1.531713,1
16,1159275,0.656550,0.801869,1
16,1037246,0.427100,1.119258,1
16,305072,0.219050,0.007018,1
16,793188,0.209350,2.747761,1
16,671159,0.098950,0.922605,1
16,915217,0.014550,1.095070,1
17,427101,0.888900,0.244540,1
17,183043,0.861350,1.254745,1
17,61014,0.779250,0.295933,1
17,549130,0.729800,1.531713,1
17,1159275,0.660000,0.801869,1
17,1037246,0.427000,1.119258,1
17,305072,0.218500,0.007018,1
17,793188,0.213150,2.747761,1
17,671159,0.104850,0.922605,1
17,915217,0.014900,1.095070,1
18,427101,0.889250,0.244540,1
18,183043,0.861650,1.254745,1
18,61014,0.780400,0.295933,1
18,549130,0.729600,1.531713,1
18,1159275,0.658550,0.801869,1
18,1037246,0.435850,1.119258,1
18,305072,0.217600,0.007018,1
18,793188,0.217050,2.747761,1
18,671159,0.105750,0.922605,1
18,915217,0.014000,1.095070,1
19,427101,0.890050,0.244540,1
19,183043,0.865100,1.254745,1
19,61014,0.781250,0.295933,1
19,549130,0.729950,1.531713,1
19,1159275,0.656600,0.801869,1
19,1037246,0.445950,1.119258,1
19,793188,0.218750,2.747761,1
19,305072,0.218450,0.007018,1
19,671159,0.103400,0.922605,1
19,915217,0.014800,1.095070,1
20,427101,0.889850,0.244540,1
20,183043,0.864250,1.254745,1
20,61014,0.783900,0.295933,1
20,549130,0.731650,1.531713,1
20,1159275,0.660650,0.801869,1
20,1037246,0.447000,1.119258,1
20,793188,0.219500,2.747761,1
20,305072,0.216550,0.007018,1
20,671159,0.107800,0.922605,1
20,915217,0.014250,1.095070,1
21,427101,0.892550,0.244540,1
21,183043,0.865500,1.254745,1
21,61014,0.789700,0.295933,1
21,549130,0.728450,1.531713,1
21,1159275,0.664400,0.801869,1
21,1037246,0.449900,1.119258,1
21,793188,0.226500,2.747761,1
21,305072,0.218200,0.007018,1
21,671159,0.106150,0.922605,1
21,915217,0.014250,1.095070,1
22,427101,0.890400,0.244540,1
22,183043,0.865050,1.254745,1
22,61014,0.786200,0.295933,1
22,549130,0.728150,1.531713,1
22,1159275,0.662900,0.801869,1
22,1037246,0.447150,1.119258,1
22,793188,0.224800,2.747761,1
22,305072,0.212300,0.007018,1
22,671159,0.109750,0.922605,1
22,915217,0.014100,1.095070,1
23,427101,0.890550,0.244540,1
23,183043,0.866450,1.254745,1
23,61014,0.788550,0.295933,1
23,549130,0.724450,1.531713,1
23,1159275,0.661450,0.801869,1
23,1037246,0.446700,1.119258,1
23,793188,0.226850,2.747761,1
23,305072,0.212850,0.007018,1
23,671159,0.110400,0.922605,1
23,915217,0.013100,1.095070,1
24,427101,0.892000,0.244540,1
24,183043,0.866900,1.254745,1
24,61014,0.790650,0.295933,1
24,549130,0.722200,1.531713,1
24,1159275,0.662350,0.801869,1
24,1037246,0.451350,1.119258,1
24,793188,0.229300,2.747761,1
24,305072,0.212050,0.007018,1
24,671159,0.110700,0.922605,1
24,915217,0.014600,1.095070,1
25,427101,0.893150,0.244540,1
25,183043,0.867800,1.254745,1
25,61014,0.792800,0.295933,1
25,549130,0.724050,1.531713,1
25,1159275,0.659650,0.801869,1
25,1037246,0.455300,1.119258,1
25,793188,0.230300,2.747761,1
25,305072,0.208500,0.007018,1
25,671159,0.112950,0.922605,1
25,915217,0.014300,1.095070,1
26,427101,0.896550,0.244540,1
26,183043,0.867650,1.254745,1
26,61014,0.794750,0.295933,1
26,549130,0.723900,1.531713,1
26,1159275,0.663850,0.801869,1
26,1037246,0.454650,1.119258,1
26,793188,0.233500,2.747761,1
26,305072,0.208500,0.007018,1
26,671159,0.109150,0.922605,1
26,915217,0.014250,1.095070,1
27,427101,0.895700,0.244540,1
27,183043,0.869350,1.254745,1
27,61014,0.794750,0.295933,1
27,549130,0.724400,1.531713,1
27,1159275,0.665750,0.801869,1
27,1037246,0.459900,1.119258,1
27,793188,0.233100,2.747761,1
27,305072,0.211150,0.007018,1
27,671159,0.111500,0.922605,1
27,915217,0.014900,1.095070,1
28,427101,0.895700,0.244540,1
28,183043,0.868850,1.254745,1
28,61014,0.796500,0.295933,1
28,549130,0.722950,1.531713,1
28,1159275,0.667400,0.801869,1
28,1037246,0.461100,1.119258,1
28,793188,0.237150,2.747761,1
28,305072,0.212500,0.007018,1
28,671159,0.113150,0.922605,1
28,915217,0.013800,1.095070,1
29,427101,0.894150,0.244540,1
29,183043,0.872650,1.254745,1
29,61014,0.795150,0.295933,1
29,549130,0.725550,1.531713,1
29,1159275,0.660850,0.801869,1
29,1037246,0.458550,1.119258,1
29,793188,0.234550,2.747761,1
29,305072,0.207250,0.007018,1
29,671159,0.107500,0.922605,1
29,915217,0.013350,1.095070,1
30,427101,0.897050,0.244540,1
30,183043,0.871500,1.254745,1
30,61014,0.797650,0.295933,1
30,549130,0.724900,1.531713,1
30,1159275,0.656350,0.801869,1
30,1037246,0.457700,1.119258,1
30,793188,0.233000,2.747761,1
30,305072,0.206150,0.007018,1
30,671159,0.106000,0.922605,1
30,915217,0.011850,1.095070,1
31,427101,0.898950,0.244540,1
31,183043,0.867000,1.254745,1
31,61014,0.795050,0.295933,1
31,549130,0.724800,1.531713,1
31,1159275,0.655300,0.801869,1
31,1037246,0.463350,1.119258,1
31,793188,0.237150,2.747761,1
31,305072,0.206900,0.007018,1
31,671159,0.106500,0.922605,1
31,915217,0.012450,1.095070,1
32,427101,0.895750,0.244540,1
32,183043,0.869450,1.254745,1
32,61014,0.797050,0.295933,1
32,549130,0.725900,1.531713,1
32,1159275,0.653350,0.801869,1
32,1037246,0.458400,1.119258,1
32,793188,0.234500,2.747761,1
32,305072,0.204900,0.007018,1
32,671159,0.105700,0.922605,1
32,915217,0.013650,1.095070,1
33,427101,0.899950,0.244540,1
33,183043,0.868350,1.254745,1
33,61014,0.794600,0.295933,1
33,549130,0.726600,1.531713,1
33,1159275,0.645750,0.801869,1
33,1037246,0.464550,1.119258,1
33,793188,0.236750,2.747761,1
33,305072,0.204200,0.007018,1
33,671159,0.105750,0.922605,1
33,915217,0.014700,1.095070,1
34,427101,0.898200,0.244540,1
34,183043,0.864900,1.254745,1
34,61014,0.787750,0.295933,1
