Generation,Position,Frequency,Effect,Origin
1,610140,0.284450,3.048570,1
2,610140,0.283200,3.048570,1
3,610140,0.286300,3.048570,1
4,610140,0.288400,3.048570,1
5,610140,0.291400,3.048570,1
6,610140,0.297250,3.048570,1
7,610140,0.304050,3.048570,1
8,610140,0.304900,3.048570,1
9,610140,0.314700,3.048570,1
10,610140,0.313850,3.048570,1
11,610140,0.310150,3.048570,1
12,610140,0.305000,3.048570,1
13,610140,0.303950,3.048570,1
14,610140,0.305900,3.048570,1
15,610140,0.310350,3.048570,1
16,610140,0.312500,3.048570,1
17,610140,0.314950,3.048570,1
18,610140,0.317650,3.048570,1
19,610140,0.318950,3.048570,1
20,610140,0.323800,3.048570,1
21,610140,0.325300,3.048570,1
22,610140,0.328200,3.048570,1
23,610140,0.333850,3.048570,1
24,610140,0.337750,3.048570,1
25,610140,0.338350,3.048570,1
26,610140,0.336500,3.048570,1
27,610140,0.332900,3.048570,1
28,610140,0.332650,3.048570,1
29,610140,0.327550,3.048570,1
30,610140,0.325350,3.048570,1
31,610140,0.328450,3.048570,1
32,610140,0.330500,3.048570,1
33,610140,0.325400,3.048570,1
34,610140,0.330350,3.048570,1
35,610140,0.326550,3.048570,1
36,610140,0.323150,3.048570,1
37,610140,0.321000,3.048570,1
38,610140,0.322700,3.048570,1
39,610140,0.321500,3.048570,1
40,610140,0.319050,3.048570,1
41,610140,0.317200,3.048570,1
42,610140,0.313950,3.048570,1
43,610140,0.309500,3.048570,1
44,610140,0.307450,3.048570,1
45,610140,0.303500,3.048570,1
46,610140,0.298100,3.048570,1
47,610140,0.292550,3.048570,1
48,610140,0.290050,3.048570,1
49,610140,0.283650,3.048570,1
50,610140,0.278850,3.048570,1
51,610140,0.282050,3.048570,1
52,610140,0.280600,3.048570,1
53,610140,0.276900,3.048570,1
54,610140,0.279550,3.048570,1
55,610140,0.282700,3.048570,1
56,610140,0.288200,3.048570,1
57,610140,0.295900,3.048570,1
58,610140,0.295850,3.048570,1
59,610140,0.298950,3.048570,1
60,610140,0.300700,3.048570,1
61,610140,0.301500,3.048570,1
62,610140,0.306300,3.048570,1
63,610140,0.306250,3.048570,1
64,610140,0.308650,3.048570,1
65,610140,0.310500,3.048570,1
66,610140,0.316250,3.048570,1
67,610140,0.323750,3.048570,1
68,610140,0.330450,3.048570,1
69,610140,0.326850,3.048570,1
70,610140,0.329700,3.048570,1
71,610140,0.336300,3.048570,1
72,610140,0.336000,3.048570,1
73,610140,0.336950,3.048570,1
74,610140,0.335350,3.048570,1
75,610140,0.329750,3.048570,1
