Generation,Position,Frequency,Effect,Origin
1,610140,0.715950,0.295933,1
2,610140,0.712200,0.295933,1
3,610140,0.716200,0.295933,1
4,610140,0.718600,0.295933,1
5,610140,0.723700,0.295933,1
6,610140,0.729000,0.295933,1
7,610140,0.731050,0.295933,1
8,610140,0.732450,0.295933,1
9,610140,0.734650,0.295933,1
10,610140,0.735900,0.295933,1
11,610140,0.736500,0.295933,1
12,610140,0.734350,0.295933,1
13,610140,0.734950,0.295933,1
14,610140,0.736450,0.295933,1
15,610140,0.738250,0.295933,1
16,610140,0.738200,0.295933,1
17,610140,0.738600,0.295933,1
18,610140,0.742150,0.295933,1
19,610140,0.741500,0.295933,1
20,610140,0.745300,0.295933,1
21,610140,0.748250,0.295933,1
22,610140,0.751050,0.295933,1
23,610140,0.755850,0.295933,1
24,610140,0.760300,0.295933,1
25,610140,0.764200,0.295933,1
26,610140,0.761300,0.295933,1
27,610140,0.758150,0.295933,1
28,610140,0.753150,0.295933,1
29,610140,0.748600,0.295933,1
30,610140,0.746900,0.295933,1
31,610140,0.741650,0.295933,1
32,610140,0.737350,0.295933,1
33,610140,0.740250,0.295933,1
34,610140,0.746150,0.295933,1
35,610140,0.744200,0.295933,1
36,610140,0.741550,0.295933,1
37,610140,0.742300,0.295933,1
38,610140,0.740200,0.295933,1
39,610140,0.737300,0.295933,1
40,610140,0.741250,0.295933,1
41,610140,0.741700,0.295933,1
42,610140,0.742450,0.295933,1
43,610140,0.741300,0.295933,1
44,610140,0.731800,0.295933,1
45,610140,0.729000,0.295933,1
46,610140,0.722900,0.295933,1
47,610140,0.716500,0.295933,1
48,610140,0.713750,0.295933,1
49,610140,0.704750,0.295933,1
50,610140,0.702300,0.295933,1
51,610140,0.708400,0.295933,1
52,610140,0.716050,0.295933,1
53,610140,0.712150,0.295933,1
54,610140,0.713900,0.295933,1
55,610140,0.714500,0.295933,1
56,610140,0.710600,0.295933,1
57,610140,0.710850,0.295933,1
58,610140,0.713300,0.295933,1
59,610140,0.716400,0.295933,1
60,610140,0.724200,0.295933,1
61,610140,0.729200,0.295933,1
62,610140,0.733100,0.295933,1
63,610140,0.738200,0.295933,1
64,610140,0.740550,0.295933,1
65,610140,0.745250,0.295933,1
66,610140,0.746950,0.295933,1
67,610140,0.749550,0.295933,1
68,610140,0.750500,0.295933,1
69,610140,0.755300,0.295933,1
70,610140,0.753250,0.295933,1
71,610140,0.759400,0.295933,1
72,610140,0.761300,0.295933,1
73,610140,0.763650,0.295933,1
74,610140,0.763650,0.295933,1
75,610140,0.765100,0.295933,1
76,610140,0.763050,0.295933,1
77,610140,0.762300,0.295933,1
78,610140,0.762550,0.295933,1
79,610140,0.760850,0.295933,1
80,610140,0.757400,0.295933,1
81,610140,0.755500,0.295933,1
82,610140,0.748500,0.295933,1
83,610140,0.745200,0.295933,1
84,610140,0.740600,0.295933,1
85,610140,0.732300,0.295933,1
86,610140,0.729750,0.295933,1
87,610140,0.726500,0.295933,1
88,610140,0.723800,0.295933,1
89,610140,0.722900,0.295933,1
90,610140,0.713400,0.295933,1
91,610140,0.711250,0.295933,1
92,610140,0.708250,0.295933,1
93,610140,0.704600,0.295933,1
94,610140,0.702100,0.295933,1
95,610140,0.704400,0.295933,1
96,610140,0.707950,0.295933,1
