Generation,Position,Frequency,Effect,Origin
1,1159294,0.998500,1.046743,1
1,357376,0.981200,1.574775,1
1,810634,0.964150,2.929279,1
1,1176727,0.951950,0.546643,1
1,496840,0.947250,0.803880,1
1,601438,0.938500,1.766219,1
1,305077,0.935950,0.218547,1
1,95881,0.874400,0.144584,1
1,688603,0.855100,1.844533,1
1,479407,0.847900,1.262182,1
1,793201,0.845750,0.720814,1
1,845500,0.824050,0.090187,1
1,1037263,0.790300,0.162818,1
1,671170,0.778950,2.608204,1
1,1106995,0.772550,1.442591,1
1,1054696,0.771700,1.791630,1
1,78448,0.770300,0.378731,1
1,584005,0.763550,1.123276,1
1,775768,0.738350,1.069867,1
1,1194160,0.720200,0.044000,1
1,1072129,0.701500,0.361126,1
1,549139,0.694450,4.999618,1
1,706036,0.668750,0.719633,1
1,287644,0.660250,2.144602,1
1,374809,0.644600,0.816434,1
1,427108,0.576900,0.222143,1
1,932665,0.571500,0.306065,1
1,636304,0.520950,0.680462,1
1,165613,0.504250,0.184616,1
1,618871,0.498050,0.192723,1
1,444541,0.497600,0.359138,1
1,322510,0.491700,2.582566,1
1,461974,0.490550,1.440650,1
1,183046,0.486000,0.006981,1
1,531706,0.483700,0.115984,1
1,1089562,0.481300,0.745964,1
1,1019830,0.453750,0.242705,1
1,514273,0.447750,0.590607,1
1,43582,0.447500,0.484761,1
1,1211593,0.431050,1.657292,1
1,740902,0.419500,2.293053,1
1,252778,0.403700,1.057170,1
1,409675,0.356850,0.417286,1
1,148180,0.351150,0.596250,1
1,862933,0.346200,0.182475,1
1,897799,0.340350,0.194668,1
1,1141861,0.328500,1.092954,1
1,217912,0.320400,1.125408,1
1,1124428,0.296750,0.078487,1
1,392242,0.276850,0.140556,1
1,26149,0.263350,0.937338,1
1,880366,0.242600,0.370399,1
1,915232,0.225750,2.374586,1
1,967531,0.216100,1.053481,1
1,758335,0.196950,1.303508,1
1,566572,0.165250,0.845625,1
1,130747,0.135900,0.756137,1
1,8716,0.128650,1.050229,1
1,723469,0.126500,0.789879,1
1,270211,0.125150,0.112700,1
1,950098,0.112100,0.431953,1
1,235345,0.110200,1.772893,1
1,984964,0.102050,1.113854,1
1,339943,0.089700,0.618184,1
1,113314,0.057650,0.075136,1
1,653737,0.056000,4.081389,1
1,200479,0.050000,2.463548,1
1,828067,0.041250,2.315475,1
1,61015,0.009750,0.937894,1
1,1002397,0.003200,1.087877,1
2,1159294,0.998700,1.046743,1
2,357376,0.981700,1.574775,1
2,810634,0.962500,2.929279,1
2,1176727,0.953050,0.546643,1
2,496840,0.949800,0.803880,1
2,601438,0.938150,1.766219,1
2,305077,0.936100,0.218547,1
2,95881,0.875050,0.144584,1
2,688603,0.854350,1.844533,1
2,793201,0.851400,0.720814,1
2,479407,0.847550,1.262182,1
2,845500,0.824850,0.090187,1
2,1037263,0.790100,0.162818,1
2,1106995,0.776950,1.442591,1
2,671170,0.776650,2.608204,1
2,78448,0.773500,0.378731,1
2,1054696,0.767500,1.791630,1
2,584005,0.759850,1.123276,1
2,775768,0.737300,1.069867,1
2,1194160,0.717900,0.044000,1
2,1072129,0.698200,0.361126,1
2,549139,0.696050,4.999618,1
2,706036,0.669800,0.719633,1
2,287644,0.656100,2.144602,1
2,374809,0.641050,0.816434,1
2,427108,0.574800,0.222143,1
2,932665,0.572050,0.306065,1
2,636304,0.520650,0.680462,1
2,165613,0.502550,0.184616,1
2,322510,0.496850,2.582566,1
2,444541,0.495450,0.359138,1
2,618871,0.495250,0.192723,1
2,183046,0.492150,0.006981,1
2,461974,0.488350,1.440650,1
2,531706,0.481750,0.115984,1
2,1089562,0.479150,0.745964,1
2,1019830,0.454300,0.242705,1
2,43582,0.450300,0.484761,1
2,514273,0.448700,0.590607,1
2,1211593,0.435300,1.657292,1
2,740902,0.414250,2.293053,1
2,252778,0.402300,1.057170,1
2,409675,0.357600,0.417286,1
2,148180,0.350450,0.596250,1
2,862933,0.347450,0.182475,1
2,897799,0.333400,0.194668,1
2,1141861,0.327800,1.092954,1
2,217912,0.322300,1.125408,1
2,1124428,0.299550,0.078487,1
2,392242,0.277850,0.140556,1
2,26149,0.261650,0.937338,1
2,880366,0.245850,0.370399,1
2,915232,0.227850,2.374586,1
2,967531,0.213200,1.053481,1
2,758335,0.197200,1.303508,1
2,566572,0.169100,0.845625,1
2,130747,0.138000,0.756137,1
2,8716,0.131450,1.050229,1
2,723469,0.129400,0.789879,1
2,270211,0.126000,0.112700,1
2,950098,0.113900,0.431953,1
2,235345,0.111900,1.772893,1
2,984964,0.101450,1.113854,1
2,339943,0.088700,0.618184,1
2,113314,0.057800,0.075136,1
2,653737,0.052650,4.081389,1
2,200479,0.048550,2.463548,1
2,828067,0.040550,2.315475,1
2,61015,0.009250,0.937894,1
2,1002397,0.003750,1.087877,1
3,1159294,0.998350,1.046743,1
3,357376,0.981750,1.574775,1
3,810634,0.964150,2.929279,1
3,1176727,0.955700,0.546643,1
3,496840,0.946250,0.803880,1
3,601438,0.938600,1.766219,1
3,305077,0.937350,0.218547,1
3,95881,0.874250,0.144584,1
3,688603,0.854100,1.844533,1
3,479407,0.851650,1.262182,1
3,793201,0.849850,0.720814,1
3,845500,0.825850,0.090187,1
3,1037263,0.793850,0.162818,1
3,1106995,0.774900,1.442591,1
3,78448,0.771150,0.378731,1
3,671170,0.770300,2.608204,1
3,1054696,0.764100,1.791630,1
3,584005,0.763950,1.123276,1
3,775768,0.734050,1.069867,1
3,1194160,0.713700,0.044000,1
3,1072129,0.699950,0.361126,1
3,549139,0.696950,4.999618,1
3,706036,0.674450,0.719633,1
3,287644,0.657400,2.144602,1
3,374809,0.640650,0.816434,1
3,427108,0.569950,0.222143,1
3,932665,0.565750,0.306065,1
3,636304,0.523300,0.680462,1
3,322510,0.504900,2.582566,1
3,165613,0.504150,0.184616,1
3,618871,0.495400,0.192723,1
3,444541,0.494700,0.359138,1
3,183046,0.492900,0.006981,1
3,461974,0.491900,1.440650,1
3,531706,0.477200,0.115984,1
3,1089562,0.468800,0.745964,1
3,43582,0.455900,0.484761,1
3,1019830,0.453950,0.242705,1
3,514273,0.446650,0.590607,1
3,1211593,0.439750,1.657292,1
3,740902,0.410100,2.293053,1
3,252778,0.403950,1.057170,1
3,409675,0.358950,0.417286,1
3,148180,0.348850,0.596250,1
3,862933,0.346700,0.182475,1
3,1141861,0.330600,1.092954,1
3,897799,0.325050,0.194668,1
3,217912,0.320350,1.125408,1
3,1124428,0.294600,0.078487,1
3,392242,0.271600,0.140556,1
3,26149,0.265100,0.937338,1
3,880366,0.242750,0.370399,1
3,915232,0.229550,2.374586,1
3,967531,0.215100,1.053481,1
3,758335,0.204650,1.303508,1
3,566572,0.169600,0.845625,1
3,130747,0.137600,0.756137,1
3,8716,0.133200,1.050229,1
3,723469,0.129250,0.789879,1
3,270211,0.122700,0.112700,1
3,235345,0.114450,1.772893,1
3,950098,0.111500,0.431953,1
3,984964,0.100150,1.113854,1
3,339943,0.086450,0.618184,1
3,113314,0.061600,0.075136,1
3,653737,0.052600,4.081389,1
3,200479,0.049400,2.463548,1
3,828067,0.039350,2.315475,1
3,61015,0.009200,0.937894,1
3,1002397,0.004350,1.087877,1
4,1159294,0.998250,1.046743,1
4,357376,0.981250,1.574775,1
4,810634,0.963750,2.929279,1
4,1176727,0.955700,0.546643,1
4,496840,0.945700,0.803880,1
4,601438,0.940700,1.766219,1
4,305077,0.934700,0.218547,1
4,95881,0.869900,0.144584,1
4,479407,0.851250,1.262182,1
4,688603,0.849650,1.844533,1
4,793201,0.849450,0.720814,1
4,845500,0.827100,0.090187,1
4,1037263,0.789950,0.162818,1
4,671170,0.777700,2.608204,1
4,1106995,0.776550,1.442591,1
4,78448,0.767850,0.378731,1
4,1054696,0.758950,1.791630,1
4,584005,0.756550,1.123276,1
4,775768,0.739050,1.069867,1
4,1194160,0.709050,0.044000,1
4,1072129,0.704250,0.361126,1
4,549139,0.699100,4.999618,1
4,706036,0.671900,0.719633,1
4,287644,0.651050,2.144602,1
4,374809,0.643650,0.816434,1
4,427108,0.565100,0.222143,1
4,932665,0.565100,0.306065,1
4,636304,0.526450,0.680462,1
4,165613,0.507050,0.184616,1
4,322510,0.504500,2.582566,1
4,444541,0.497150,0.359138,1
4,183046,0.494250,0.006981,1
4,461974,0.494000,1.440650,1
4,618871,0.488450,0.192723,1
4,531706,0.472350,0.115984,1
4,1089562,0.470400,0.745964,1
4,43582,0.450450,0.484761,1
4,1019830,0.450050,0.242705,1
4,514273,0.447900,0.590607,1
4,1211593,0.447200,1.657292,1
4,740902,0.403000,2.293053,1
4,252778,0.402000,1.057170,1
4,409675,0.361100,0.417286,1
4,148180,0.355150,0.596250,1
4,862933,0.342000,0.182475,1
4,1141861,0.326950,1.092954,1
4,897799,0.324350,0.194668,1
4,217912,0.317700,1.125408,1
4,1124428,0.297350,0.078487,1
4,392242,0.272300,0.140556,1
4,26149,0.261900,0.937338,1
4,880366,0.243250,0.370399,1
4,915232,0.231800,2.374586,1
4,967531,0.213350,1.053481,1
4,758335,0.198150,1.303508,1
4,566572,0.168850,0.845625,1
4,130747,0.136900,0.756137,1
4,8716,0.133550,1.050229,1
4,723469,0.129950,0.789879,1
4,270211,0.124250,0.112700,1
4,235345,0.117100,1.772893,1
4,950098,0.113250,0.431953,1
4,984964,0.099700,1.113854,1
4,339943,0.089700,0.618184,1
4,113314,0.062450,0.075136,1
4,653737,0.055000,4.081389,1
4,200479,0.050300,2.463548,1
4,828067,0.042150,2.315475,1
4,61015,0.009750,0.937894,1
4,1002397,0.003400,1.087877,1
5,1159294,0.998350,1.046743,1
5,357376,0.981200,1.574775,1
5,810634,0.961750,2.929279,1
5,1176727,0.954650,0.546643,1
5,496840,0.947650,0.803880,1
5,601438,0.941350,1.766219,1
5,305077,0.933650,0.218547,1
5,95881,0.869350,0.144584,1
5,479407,0.853600,1.262182,1
5,793201,0.850600,0.720814,1
5,688603,0.849000,1.844533,1
5,845500,0.826900,0.090187,1
5,1037263,0.789550,0.162818,1
5,671170,0.776450,2.608204,1
5,1106995,0.774600,1.442591,1
5,78448,0.766450,0.378731,1
5,1054696,0.762700,1.791630,1
5,584005,0.758100,1.123276,1
5,775768,0.736100,1.069867,1
5,1194160,0.709600,0.044000,1
5,1072129,0.704950,0.361126,1
5,549139,0.700150,4.999618,1
5,706036,0.672850,0.719633,1
5,287644,0.646800,2.144602,1
5,374809,0.640850,0.816434,1
5,427108,0.568200,0.222143,1
5,932665,0.566400,0.306065,1
5,636304,0.520800,0.680462,1
5,165613,0.506300,0.184616,1
5,322510,0.505150,2.582566,1
5,444541,0.498450,0.359138,1
5,461974,0.498300,1.440650,1
5,183046,0.491750,0.006981,1
5,618871,0.491750,0.192723,1
5,531706,0.471900,0.115984,1
5,1089562,0.471550,0.745964,1
5,1211593,0.458050,1.657292,1
5,514273,0.453450,0.590607,1
5,43582,0.453200,0.484761,1
5,1019830,0.452950,0.242705,1
5,740902,0.401000,2.293053,1
5,252778,0.399100,1.057170,1
5,409675,0.371200,0.417286,1
5,148180,0.358900,0.596250,1
5,862933,0.341850,0.182475,1
5,897799,0.321350,0.194668,1
5,1141861,0.320550,1.092954,1
5,217912,0.318600,1.125408,1
5,1124428,0.300550,0.078487,1
5,392242,0.266950,0.140556,1
5,26149,0.261550,0.937338,1
5,880366,0.242750,0.370399,1
5,915232,0.227900,2.374586,1
5,967531,0.212750,1.053481,1
5,758335,0.198100,1.303508,1
5,566572,0.168900,0.845625,1
5,130747,0.139600,0.756137,1
5,723469,0.129300,0.789879,1
5,8716,0.126900,1.050229,1
5,270211,0.123950,0.112700,1
5,235345,0.121750,1.772893,1
5,950098,0.116750,0.431953,1
5,984964,0.099600,1.113854,1
5,339943,0.090150,0.618184,1
5,113314,0.061250,0.075136,1
5,653737,0.055750,4.081389,1
5,200479,0.053150,2.463548,1
5,828067,0.042950,2.315475,1
5,61015,0.009550,0.937894,1
5,1002397,0.003300,1.087877,1
6,1159294,0.998800,1.046743,1
6,357376,0.982250,1.574775,1
6,810634,0.962450,2.929279,1
6,1176727,0.953400,0.546643,1
6,496840,0.947250,0.803880,1
6,601438,0.941250,1.766219,1
6,305077,0.928900,0.218547,1
6,95881,0.870550,0.144584,1
6,688603,0.852700,1.844533,1
6,793201,0.851750,0.720814,1
6,479407,0.851200,1.262182,1
6,845500,0.827150,0.090187,1
6,1037263,0.786950,0.162818,1
6,671170,0.779600,2.608204,1
6,1106995,0.770100,1.442591,1
6,1054696,0.767650,1.791630,1
6,78448,0.765400,0.378731,1
6,584005,0.752050,1.123276,1
6,775768,0.734550,1.069867,1
6,1194160,0.708500,0.044000,1
6,549139,0.700950,4.999618,1
6,1072129,0.698400,0.361126,1
6,706036,0.669350,0.719633,1
6,287644,0.647950,2.144602,1
6,374809,0.639300,0.816434,1
6,932665,0.565250,0.306065,1
6,427108,0.564200,0.222143,1
6,636304,0.524300,0.680462,1
6,165613,0.503800,0.184616,1
6,322510,0.499600,2.582566,1
6,183046,0.496800,0.006981,1
6,461974,0.496350,1.440650,1
6,444541,0.496350,0.359138,1
6,618871,0.490250,0.192723,1
6,1089562,0.471150,0.745964,1
6,531706,0.471000,0.115984,1
6,43582,0.454750,0.484761,1
6,1211593,0.454150,1.657292,1
6,1019830,0.451550,0.242705,1
6,514273,0.451500,0.590607,1
6,740902,0.399500,2.293053,1
6,252778,0.395400,1.057170,1
6,409675,0.372650,0.417286,1
6,148180,0.354600,0.596250,1
6,862933,0.338900,0.182475,1
6,897799,0.328550,0.194668,1
6,1141861,0.323850,1.092954,1
6,217912,0.321250,1.125408,1
6,1124428,0.307250,0.078487,1
6,392242,0.268100,0.140556,1
6,26149,0.260400,0.937338,1
6,880366,0.243550,0.370399,1
6,915232,0.231400,2.374586,1
6,967531,0.219500,1.053481,1
6,758335,0.195400,1.303508,1
6,566572,0.169950,0.845625,1
6,130747,0.140550,0.756137,1
6,723469,0.130200,0.789879,1
6,8716,0.125850,1.050229,1
6,270211,0.125750,0.112700,1
